Title,Pub_name,DOI,Year,Link
Preparation and application of alcohol based deep eutectic solvents for extraction of curcumin in food samples prior to its spectrophotometric determination,Food Chemistry,10.1016/j.foodchem.2019.125933,2020-04-25,https://api.elsevier.com/content/article/doi/10.1016/j.foodchem.2019.125933?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation of KNiMo-based catalysts by using non-thermal plasma and their catalytic performance in the synthesis of higher alcohols from syngas,Journal of Fuel Chemistry and Technology,10.1016/S1872-5813(19)30023-4,2019-05-31,https://api.elsevier.com/content/article/doi/10.1016/S1872-5813(19)30023-4?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation of few-layer graphene using K-tetrahydrofuran-graphite intercalation compounds with the addition of alcohol,Carbon,10.1016/j.carbon.2021.06.075,2021-09-30,https://api.elsevier.com/content/article/doi/10.1016/j.carbon.2021.06.075?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation and characterization of anti-freezing conductive organohydrogel based on carboxyl modified polyvinyl alcohol and polypyrrole,Reactive and Functional Polymers,10.1016/j.reactfunctpolym.2021.105089,2022-01-31,https://api.elsevier.com/content/article/doi/10.1016/j.reactfunctpolym.2021.105089?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Iodobenzene-catalyzed photochemical heteroarylation of alcohols by rupture of inert C–H and C–C bonds,Tetrahedron Chem,10.1016/j.tchem.2022.100031,2022-12-31,https://api.elsevier.com/content/article/doi/10.1016/j.tchem.2022.100031?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation of green waterborne polyurethane with improved hydrolysis repellency from CO<ce:inf loc=post>2</ce:inf> derived amino-alcohol,European Polymer Journal,10.1016/j.eurpolymj.2020.109571,2020-03-15,https://api.elsevier.com/content/article/doi/10.1016/j.eurpolymj.2020.109571?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Interaction between alcohol consumption and use of peripheral arterial tone home sleep apnea tests for sleep apnea evaluation,Sleep Medicine,10.1016/j.sleep.2022.12.022,2023-02-28,https://api.elsevier.com/content/article/doi/10.1016/j.sleep.2022.12.022?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation of polyvinyl alcohol-calcium sustained-release agent employed to degrade long-chain fatty acids and improve the performance of anaerobic digestion of food waste,Renewable Energy,10.1016/j.renene.2022.08.125,2022-11-30,https://api.elsevier.com/content/article/doi/10.1016/j.renene.2022.08.125?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Preparation of Ni, CoO-supported halloysite nanotube catalyst and its application in the hydrogenation of furfural to furfuryl alcohol",Applied Clay Science,10.1016/j.clay.2020.105761,2020-10-31,https://api.elsevier.com/content/article/doi/10.1016/j.clay.2020.105761?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Characterization of polyvinyl alcohol-nanocellulose composite film and its release effect on tetracycline hydrochloride,Industrial Crops and Products,10.1016/j.indcrop.2022.115723,2022-11-15,https://api.elsevier.com/content/article/doi/10.1016/j.indcrop.2022.115723?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation of an ultrasensitive electrochemical immunosensor for the rapid detection of 19-nortestosterone based on polyvinyl alcohol/polyacrylic acid electrospun nanofiber mat,Sensors and Actuators B: Chemical,10.1016/j.snb.2022.132450,2022-11-01,https://api.elsevier.com/content/article/doi/10.1016/j.snb.2022.132450?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation and adsorption performance of cellulose nanofibrils/polyvinyl alcohol composite gel spheres with millimeter size,Carbohydrate Polymers,10.1016/j.carbpol.2021.118850,2022-02-01,https://api.elsevier.com/content/article/doi/10.1016/j.carbpol.2021.118850?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrophilic Core-Sheath fibers of polyvinyl alcohol / polyethylene composites through in situ ethylene polymerization,European Polymer Journal,10.1016/j.eurpolymj.2022.111675,2022-12-05,https://api.elsevier.com/content/article/doi/10.1016/j.eurpolymj.2022.111675?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Synthesis of C<ce:inf loc=post>3+</ce:inf> Alcohols through Ethanol Condensation and Carbon-Carbon Coupling of Ethanol with CO<ce:inf loc=post>2</ce:inf>,Applied Catalysis A: General,10.1016/j.apcata.2023.119036,2023-01-12,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2023.119036?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Regulation of morphology and electrochemical properties of Ni-Co LDHs electrode materials by lower saturated monohydric alcohols coordination,Journal of Materials Research and Technology,10.1016/j.jmrt.2022.07.176,2022-10-31,https://api.elsevier.com/content/article/doi/10.1016/j.jmrt.2022.07.176?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"ALDH2 deficiency increases susceptibility to binge alcohol-induced gut leakiness, endotoxemia, and acute liver injury in mice through the gut-liver axis",Redox Biology,10.1016/j.redox.2022.102577,2023-02-28,https://api.elsevier.com/content/article/doi/10.1016/j.redox.2022.102577?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Enhanced activity of alcohol oxidation on nitrogen-doped carbon by Fe<ce:glyph name=sbnd></ce:glyph>N interaction,Diamond and Related Materials,10.1016/j.diamond.2022.109635,2023-02-28,https://api.elsevier.com/content/article/doi/10.1016/j.diamond.2022.109635?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
The economics of global COVID vaccine administration during a pandemic – Why continue skin alcohol preparation as a costly but ineffective practice?,Vaccine,10.1016/j.vaccine.2020.12.082,2021-02-22,https://api.elsevier.com/content/article/doi/10.1016/j.vaccine.2020.12.082?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"A comprehensive review on combustion, performance and emission aspects of higher alcohols and its additive effect on the diesel engine",Fuel,10.1016/j.fuel.2022.127011,2023-03-01,https://api.elsevier.com/content/article/doi/10.1016/j.fuel.2022.127011?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Composite films based on salicylic acid-layered zinc hydroxide and polyvinyl alcohol: Preparation, characterization, properties and potential applications",Polymer Testing,10.1016/j.polymertesting.2021.107057,2021-02-28,https://api.elsevier.com/content/article/doi/10.1016/j.polymertesting.2021.107057?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Chromatographic analysis of water and water-alcohol extracts of <ce:italic>Echinacea purpurea</ce:italic> L. obtained by various methods,Microchemical Journal,10.1016/j.microc.2022.107507,2022-08-31,https://api.elsevier.com/content/article/doi/10.1016/j.microc.2022.107507?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Solvent-free selective oxidation of aromatic alcohol with O<ce:inf loc=post>2</ce:inf> over MgAl-LDH supported Pd nanoparticles: Effects of preparation methods and solvents,Materials Chemistry and Physics,10.1016/j.matchemphys.2020.123193,2020-09-15,https://api.elsevier.com/content/article/doi/10.1016/j.matchemphys.2020.123193?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Povidone-iodine vs chlorhexidine alcohol for skin preparation in malignant and premalignant gynaecologic diseases: A randomized controlled study,European Journal of Obstetrics & Gynecology and Reproductive Biology,10.1016/j.ejogrb.2019.10.035,2020-01-31,https://api.elsevier.com/content/article/doi/10.1016/j.ejogrb.2019.10.035?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation andCharacterization of Cu<ce:glyph name=sbnd></ce:glyph>CeO<ce:inf loc=post>2</ce:inf>catalytic materials forthe oxidation of benzyl alcohol to benzaldehyde in water,Materials Chemistry and Physics,10.1016/j.matchemphys.2019.04.053,2019-06-15,https://api.elsevier.com/content/article/doi/10.1016/j.matchemphys.2019.04.053?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Immobilization of <ce:italic>Pseudomonas fluorescens</ce:italic> lipase on chitosan crosslinked with polyaldehyde starch for kinetic resolution of <ce:italic>sec</ce:italic>-alcohols,Process Biochemistry,10.1016/j.procbio.2022.10.014,2022-11-30,https://api.elsevier.com/content/article/doi/10.1016/j.procbio.2022.10.014?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation and characterization of perlite/V<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>5</ce:inf> nano-spheres via a novel green method: Applied for oxidation of benzyl alcohol derivatives,Materials Chemistry and Physics,10.1016/j.matchemphys.2020.122991,2020-08-01,https://api.elsevier.com/content/article/doi/10.1016/j.matchemphys.2020.122991?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation of gum tragacanth/poly (vinyl alcohol)/halloysite hydrogel using electron beam irradiation with potential for bone tissue engineering,Carbohydrate Polymers,10.1016/j.carbpol.2023.120548,2023-04-01,https://api.elsevier.com/content/article/doi/10.1016/j.carbpol.2023.120548?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation and characterization of curdlan/polyvinyl alcohol/ thyme essential oil blending film and its application to chilled meat preservation,Carbohydrate Polymers,10.1016/j.carbpol.2020.116670,2020-11-01,https://api.elsevier.com/content/article/doi/10.1016/j.carbpol.2020.116670?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Gabapentin to treat acute alcohol withdrawal in hospitalized patients: A systematic review and meta-analysis,Drug and Alcohol Dependence,10.1016/j.drugalcdep.2022.109671,2022-12-01,https://api.elsevier.com/content/article/doi/10.1016/j.drugalcdep.2022.109671?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Simple preparation of nitrogen-doped TiO<ce:inf loc=post>2</ce:inf> and its performance in selective oxidation of benzyl alcohol and benzylamine under visible light,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2020.125743,2021-02-05,https://api.elsevier.com/content/article/doi/10.1016/j.colsurfa.2020.125743?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Insomnia as a moderator of alcohol use and blackout: Potential role in acute physiological consequences,Addictive Behaviors,10.1016/j.addbeh.2022.107395,2022-11-30,https://api.elsevier.com/content/article/doi/10.1016/j.addbeh.2022.107395?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Research on the flotation efficiency of alcohol/ether alcohol frothers for common collectors: Insight of molecular dynamics simulations,Applied Surface Science,10.1016/j.apsusc.2022.156233,2023-03-30,https://api.elsevier.com/content/article/doi/10.1016/j.apsusc.2022.156233?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation of cyclonic Co<ce:inf loc=post>3</ce:inf>O<ce:inf loc=post>4</ce:inf>/Au/mesoporous SiO<ce:inf loc=post>2</ce:inf> catalysts with core–shell structure for solvent-free oxidation of benzyl alcohol,Journal of the Taiwan Institute of Chemical Engineers,10.1016/j.jtice.2019.06.013,2019-09-30,https://api.elsevier.com/content/article/doi/10.1016/j.jtice.2019.06.013?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Fast, easy oxidation of alcohols using an oxoammonium salt bearing the nitrate anion",Tetrahedron Letters,10.1016/j.tetlet.2022.154332,2022-12-24,https://api.elsevier.com/content/article/doi/10.1016/j.tetlet.2022.154332?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation of higher alcohols by biomass-based syngas from wheat straw over CoCuK/ZrO<ce:inf loc=post>2</ce:inf>-SiO<ce:inf loc=post>2</ce:inf> catalyst,Industrial Crops and Products,10.1016/j.indcrop.2019.01.034,2019-05-31,https://api.elsevier.com/content/article/doi/10.1016/j.indcrop.2019.01.034?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
The effect of isoamyl alcohol and sec-octyl alcohol on the viscosity of coal water slurry,Fuel,10.1016/j.fuel.2021.120394,2021-05-15,https://api.elsevier.com/content/article/doi/10.1016/j.fuel.2021.120394?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Alcohol and illicit and non-medical prescription drug use before and during pregnancy in Stockholm, Sweden: A cross-sectional study",Sexual & Reproductive Healthcare,10.1016/j.srhc.2021.100622,2021-09-30,https://api.elsevier.com/content/article/doi/10.1016/j.srhc.2021.100622?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation and characterization of deer velvet antler/polyvinyl alcohol (DVA/PVA) scaffold for bone tissue engineering,Materials Today: Proceedings,10.1016/j.matpr.2021.11.377,2022-12-31,https://api.elsevier.com/content/article/doi/10.1016/j.matpr.2021.11.377?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Alcohol flush does not aid in endoscope channel drying but may serve as an adjunctive microbiocidal measure: A new take on an old assumption,American Journal of Infection Control,10.1016/j.ajic.2022.09.020,2022-09-18,https://api.elsevier.com/content/article/doi/10.1016/j.ajic.2022.09.020?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation and characterization of green carboxymethylchitosan (CMCS) – Polyvinyl alcohol (PVA) electrospun nanofibers containing gold nanoparticles (AuNPs) and its potential use as biomaterials,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2020.02.174,2020-05-15,https://api.elsevier.com/content/article/doi/10.1016/j.ijbiomac.2020.02.174?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"An automated sample preparation approach for routine liquid chromatography tandem-mass spectrometry measurement of the alcohol biomarkers phosphatidylethanol 16:0/18:1, 16:0/16:0 and 18:1/18:1",Journal of Chromatography A,10.1016/j.chroma.2018.12.048,2019-03-29,https://api.elsevier.com/content/article/doi/10.1016/j.chroma.2018.12.048?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Leveraging polyetheramine-bisepoxide reaction in water and LCST-mediated phase separation toward microstructured poly(amino alcohol ethers) hydrogels,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2022.128572,2022-05-20,https://api.elsevier.com/content/article/doi/10.1016/j.colsurfa.2022.128572?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Alcohol consumption upon direct-acting antiviral therapy for hepatitis C among persons with human immunodeficiency virus in the United States,Drug and Alcohol Dependence,10.1016/j.drugalcdep.2022.109673,2022-12-01,https://api.elsevier.com/content/article/doi/10.1016/j.drugalcdep.2022.109673?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Preparation of <ce:italic>n</ce:italic>-amyl acetate via esterification of acetic acid and <ce:italic>n</ce:italic>-amyl alcohol using [HSO<ce:inf loc=post>3</ce:inf>-pmim][HSO<ce:inf loc=post>4</ce:inf>]/SiO<ce:inf loc=post>2</ce:inf> as catalyst: Catalyst preparation, characterization and reaction kinetics",Chemical Engineering Journal,10.1016/j.cej.2020.128282,2021-04-15,https://api.elsevier.com/content/article/doi/10.1016/j.cej.2020.128282?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Chapter 18: Effect of bioadditives and kinetic studies of <ce:italic>Saccharomyces cerevisiae</ce:italic> on high-purity alcohol production suitable for medicinal use,"Relationship Between Microbes and the Environment for Sustainable Ecosystem Services, Volume 3",10.1016/B978-0-323-89936-9.00020-5,2023-12-31,https://api.elsevier.com/content/article/doi/10.1016/B978-0-323-89936-9.00020-5?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
β-Mo<ce:inf loc=post>2</ce:inf>C/γ-Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> catalyst for one step CO hydrogenation to produce alcohols,Catalysis Today,10.1016/j.cattod.2022.05.039,2022-09-15,https://api.elsevier.com/content/article/doi/10.1016/j.cattod.2022.05.039?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Short-term transcriptomic changes in the mouse neural tube induced by an acute alcohol exposure,Alcohol,10.1016/j.alcohol.2022.09.001,2023-02-28,https://api.elsevier.com/content/article/doi/10.1016/j.alcohol.2022.09.001?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
